1	10000
2	29998
3	39995
4	69986
5	59986
6	119959
7	79973
8	149930
9	129935
10	179894
11	119935
12	279783
13	139910
14	239801
15	239782
16	309690
17	179848
18	389545
19	199811
20	419454
21	319594
22	359531
23	239725
24	599015
25	309566
26	419354
27	399350
28	558985
29	299566
30	718526
31	319505
32	628698
33	479050
34	538916
35	478994
36	907725
37	379298
38	598655
39	558694
40	897550
41	419140
42	957266
43	439055
44	837627
45	777712
46	718049
47	478873
48	1235815
49	568461
50	927024
51	717814
52	976738
53	538570
54	1195630
55	717662
56	1195465
57	797290
58	896930
59	598231
60	1672734
61	618110
62	956501
63	1035775
64	1264666
65	836792
66	1433618
67	677723
68	1254540
69	956074
70	1433242
71	717445
72	1939925
73	737300
74	1135046
75	1234017
76	1393231
77	955706
78	1671230
79	796841
80	1849646
81	1203950
82	1253936
83	836515
84	2226546
85	1074644
86	1313339
87	1193830
88	1789435
89	895996
90	2324972
91	1114114
92	1670193
93	1272970
94	1432061
95	1193366
96	2502759
97	975248
98	1699455
99	1550185
100	2155244
101	1014850
102	2145326
103	1034645
104	2085490
105	1906436
106	1609934
107	1074223
108	2778510
109	1094006
110	2144278
111	1510054
112	2460873
113	1133560
114	2381810
115	1430402
116	2084586
117	1806532
118	1787555
119	1430186
120	3568030
121	1321355
122	1846706
123	1667830
124	2222437
125	1548716
126	3092219
127	1271873
128	2528410
129	1746634
130	2498416
131	1311355
132	3328626
133	1587850
134	2023991
135	2378380
136	2675740
137	1370548
138	2853650
139	1390271
140	3326778
141	1904074
142	2142041
143	1666430
144	3987685
145	1784936
146	2201024
147	2258853
148	2635150
149	1488826
150	3680661
151	1508525
152	2969935
153	2317510
154	2851042
155	1902842
156	3876894
157	1567598
158	2377805
159	2139814
160	3737454
161	1902434
162	3589828
163	1626635
164	2909592
165	2848484
166	2495519
167	1665973
168	4740850
169	1813530
170	3203932
171	2572141
172	3046603
173	1724950
174	3558590
175	2452999
176	3675515
177	2375050
178	2671880
179	1783891
180	5386836
181	1803530
182	3320266
183	2453350
184	3556465
185	2255744
186	3792818
187	2137406
188	3320205
189	3160180
190	3555310
191	1901665
192	5010023
193	1921280
194	2906636
195	3316748
196	3937731
197	1960498
198	4615325
199	1980101
200	4584900
201	2687914
202	3023846
203	2372450
204	4967886
205	2490332
206	3082409
207	3079687
208	4278930
209	2372042
210	5671828
211	2097635
212	3729558
213	2844010
214	3199451
215	2607422
216	5905550
217	2528626
218	3257930
219	2921974
220	4962678
221	2489084
222	4493246
223	2215025
224	4961481
225	3969147
226	3374804
227	2254123
228	5510610
229	2273666
230	4255306
231	3781988
232	4431610
233	2312740
234	5371184
235	2841194
236	4137651
237	3155530
238	4253650
239	2371321
240	7306142
241	2390840
242	3930549
243	3584945
244	4273402
245	3368244
246	4958318
247	2761750
248	4722085
249	3310954
250	4603924
251	2488375
252	7144683
253	2839610
254	3782981
255	4247756
256	5023130
257	2546848
258	5190290
259	2995666
260	5773824
261	3836716
262	3899351
263	2605285
264	7062130
265	3190832
266	4717810
267	3543670
268	4679815
269	2663686
270	7059260
271	2683145
272	5477948
273	4400420
274	4073696
275	3657597
276	6590514
277	2741498
278	4131755
279	4087915
280	7054010
281	2780380
282	5653106
283	2799815
284	4950057
285	4710500
286	4947958
287	3305786
288	8016645
289	3023336
290	5298400
291	3853174
292	5084968
293	2896930
294	6700521
295	3539246
296	5589790
297	4707700
298	4421630
299	3304754
300	8488389
301	3460474
302	4479521
303	4007590
304	6073551
305	3655112
306	6871514
307	3032723
308	6577410
309	4084714
310	5644258
311	3071485
312	8210590
313	3090860
314	4653026
315	6102902
316	5488861
317	3129598
318	6344510
319	3536702
320	7447534
321	4238794
322	5641066
323	3536390
324	8273496
325	4254502
326	4826279
327	4315750
328	6165160
329	3769106
330	8434612
331	3265055
332	5757423
333	4838080
334	4941641
335	4001894
336	9672434
337	3323048
338	5376540
339	4469494
340	7382508
341	3767930
342	7615985
343	3923050
344	6451915
345	5630468
346	5114474
347	3419623
348	8196510
349	3438926
350	7261347
351	5473420
352	7377531
353	3477520
354	7032530
355	4232402
356	6159216
357	5627156
358	5287055
359	3535381
360	11379940
361	3737991
362	5344526
363	5200965
364	7644266
365	4347452
366	7261118
367	3612473
368	7256945
369	5335330
370	6676312
371	4230194
372	8728146
373	3670250
374	6326422
375	6087692
376	7023565
377	4113440
378	9340100
379	3727991
380	8180046
381	5005834
382	5631461
383	3766465
384	9918055
385	5617828
386	5688764
387	5583097
388	6692980
389	3824146
390	9797884
391	4228154
392	8319435
393	5158570
394	5803286
395	4691786
396	10604685
397	3900998
398	5860505
399	6235460
400	9337076
401	3939400
402	7944626
403	4381450
404	6959022
405	7062286
406	7013290
407	4458206
408	10483150
409	4016156
410	7359748
411	5387254
412	7091833
413	4689050
414	9093539
415	4920662
416	8569554
417	5463370
