1	1000
2	2998
3	3995
4	6986
5	5986
6	11959
7	7973
8	14930
9	12935
10	17894
11	11935
12	27783
13	13910
14	23801
15	23782
16	30690
17	17848
18	38545
19	19811
20	41454
21	31594
22	35531
23	23725
24	59015
25	30566
26	41354
27	39350
28	54985
29	29566
30	70526
31	31505
32	61698
33	47050
34	52916
35	46994
36	88725
37	37298
38	58655
39	54694
40	87550
41	41140
42	93266
43	43055
44	81627
45	75712
46	70049
47	46873
48	119815
49	55461
50	90024
51	69814
52	94738
53	52570
54	115630
55	69662
56	115465
57	77290
58	86930
59	58231
60	160734
61	60110
62	92501
63	99775
64	121666
65	80792
66	137618
67	65723
68	120540
69	92074
70	137242
71	69445
72	184925
73	71300
74	109046
75	118017
76	133231
77	91706
78	159230
79	76841
80	175646
81	114950
82	119936
83	80515
84	210546
85	102644
86	125339
87	113830
88	169435
89	85996
90	218972
91	106114
92	158193
93	120970
94	136061
95	113366
96	234759
97	93248
98	160455
99	146185
100	202244
101	96850
102	201326
103	98645
104	195490
105	178436
106	151934
107	102223
108	258510
109	104006
110	200278
111	142054
112	228873
113	107560
114	221810
115	134402
116	194586
117	168532
118	167555
119	134186
120	328030
121	124355
122	172706
123	155830
124	206437
125	144716
126	284219
127	119873
128	233410
129	162634
130	230416
131	123355
132	304626
133	147850
134	187991
135	218380
136	245740
137	128548
138	261650
139	130271
140	302778
141	176074
142	198041
143	154430
144	360685
145	164936
146	203024
147	206853
148	241150
149	138826
150	332661
151	140525
152	269935
153	211510
154	259042
155	174842
156	348894
157	145598
158	217805
159	195814
160	335454
161	174434
162	322828
163	150635
164	263592
165	256484
166	227519
167	153973
168	420850
169	166530
170	287932
171	232141
172	274603
173	158950
174	318590
175	220999
176	327515
177	215050
178	241880
179	163891
180	472836
181	165530
182	296266
183	221350
184	316465
185	203744
186	336818
187	193406
188	296205
189	280180
190	315310
191	173665
192	438023
193	175280
194	260636
195	292748
196	346731
197	178498
198	403325
199	180101
200	399900
201	239914
202	269846
203	212450
204	431886
205	222332
206	274409
207	271687
208	372930
209	212042
210	487828
211	189635
212	327558
213	252010
214	283451
215	231422
216	505550
217	224626
218	287930
219	257974
220	426678
221	221084
222	389246
223	199025
224	425481
225	342147
226	296804
227	202123
228	470610
229	203666
230	367306
231	325988
232	381610
233	206740
234	457184
235	249194
236	357651
237	275530
238	365650
239	211321
240	610142
241	212840
242	339549
243	308945
244	367402
245	290244
246	422318
247	241750
248	402085
249	286954
250	391924
251	220375
252	592683
253	247610
254	326981
255	359756
256	424130
257	224848
258	438290
259	259666
260	481824
261	326716
262	335351
263	229285
264	582130
265	274832
266	397810
267	303670
268	395815
269	233686
270	579260
271	235145
272	455948
273	368420
274	347696
275	309597
276	542514
277	239498
278	351755
279	343915
280	574010
281	242380
282	469106
283	243815
284	414057
285	390500
286	411958
287	281786
288	645645
289	260336
290	438400
291	325174
292	422968
293	250930
294	544521
295	299246
296	459790
297	387700
298	371630
299	280754
300	676389
301	292474
302	375521
303	335590
304	493551
305	307112
306	553514
307	260723
308	529410
309	340714
310	460258
311	263485
312	650590
313	264860
314	387026
315	486902
316	448861
317	267598
318	512510
319	296702
320	589534
321	350794
322	457066
323	296390
324	650496
325	348502
326	398279
327	355750
328	495160
329	313106
330	658612
331	277055
332	465423
333	392080
334	405641
335	329894
336	744434
337	281048
338	435540
339	365494
340	578508
341	311930
342	595985
343	323050
344	511915
345	446468
346	416474
347	287623
348	636510
349	288926
350	565347
351	433420
352	573531
353	291520
354	552530
355	344402
356	489216
357	443156
358	427055
359	295381
360	849940
361	308991
362	430526
363	412965
364	588266
365	351452
366	565118
367	300473
368	560945
369	421330
370	520312
371	342194
372	664146
373	304250
374	494422
375	471692
376	543565
377	333440
378	700100
379	307991
380	620046
381	397834
382	447461
383	310465
384	738055
385	433828
386	450764
387	435097
388	518980
389	314146
390	725884
391	340154
392	624435
393	406570
394	457286
395	371786
396	776685
397	318998
398	460505
399	475460
400	688076
401	321400
402	600626
403	349450
404	533022
405	528286
406	533290
407	354206
408	763150
409	326156
410	555748
411	419254
412	539833
413	369050
414	669539
415	384662
416	631554
417	423370
418	529810
419	332011
420	916692
421	333170
422	479231
423	460915
424	586390
425	415524
426	622418
427	377506
428	553035
429	487748
430	572086
431	338905
432	844750
433	340040
434	555322
435	516620
436	559426
437	366410
438	632750
439	343421
440	740150
441	526110
442	545476
443	345655
444	735966
445	402956
446	496949
447	443110
448	697865
449	348976
450	813657
451	379550
452	571788
453	446890
454	502631
455	477076
456	807250
457	353348
458	505430
459	508780
460	689514
461	355510
462	772852
463	356585
464	642506
465	536324
466	510944
467	358723
468	840840
469	401386
470	602002
471	457894
472	623635
473	391370
474	661490
475	443641
476	680946
477	495352
478	519005
479	365041
480	964446
481	392824
482	521636
483	529940
484	635873
485	425444
486	727909
487	369173
488	634810
489	468394
490	683088
491	371215
492	774606
493	396140
494	579310
495	617474
496	664485
