497	416066
498	678770
499	375251
500	717444
501	99364
502	158122
503	498
504	590671
505	58132
506	210663
507	126168
508	231423
509	492
510	443983
511	42339
512	293314
513	156748
514	159517
515	58237
516	408024
517	29692
518	227193
519	100195
520	408220
521	480
522	365381
523	478
524	233513
525	246996
526	160804
527	23827
528	522218
529	11581
530	250161
531	134356
532	324016
533	26638
534	310181
535	58339
536	271995
537	100846
538	161983
539	71168
540	603030
541	460
542	162352
543	101023
544	319292
545	58336
546	426133
547	454
548	236078
549	134686
550	302288
551	22627
552	471166
553	42078
554	163387
555	183131
556	236781
557	444
558	368498
559	26175
560	473634
561	152708
562	164017
563	438
564	413472
565	58222
566	164314
567	197614
568	274413
569	432
570	447385
571	430
572	312992
573	101608
574	230613
575	79112
576	538925
577	424
578	187403
579	101665
580	347606
581	41644
582	314477
583	28603
584	275076
585	240656
586	165619
587	414
588	500283
589	21648
590	253425
591	101719
592	297734
593	408
594	417581
595	120567
596	239156
597	101716
598	211473
599	402
600	601305
601	400
602	230967
603	134188
604	239403
605	85238
606	315233
607	394
608	318143
609	162476
610	253473
611	24949
612	488424
613	388
614	166942
615	181049
616	386350
617	384
618	315263
619	382
620	345908
621	153130
622	167212
623	40603
624	513830
625	66716
626	167329
627	148631
628	239688
629	21262
630	557461
631	370
632	274881
633	101278
634	167527
635	56689
636	412104
637	63974
638	213513
639	132616
640	400030
641	360
642	314627
643	358
644	320432
645	178598
646	207645
647	354
648	515108
649	26758
650	293951
651	158963
652	239289
653	348
654	313961
655	55927
656	294160
657	131458
658	228963
659	342
660	576978
661	340
662	167842
663	143153
664	272931
665	113160
666	362849
667	18361
668	71810
669	100120
670	83667
671	25975
672	390138
673	328
674	982
675	223005
676	102707
677	324
678	145145
679	38487
680	223750
681	99574
682	43794
683	318
684	304782
685	54514
686	59907
687	99271
688	123335
689	22360
690	262114
691	310
692	70505
693	208088
694	922
695	53971
696	285292
697	18892
698	910
699	98605
700	241668
701	300
702	227657
703	17823
704	162123
705	170876
706	886
707	37117
708	233085
709	292
710	79773
711	126496
712	101202
713	16558
714	232108
715	97659
716	68948
717	97456
718	850
719	282
720	454712
721	36354
722	17615
723	97033
724	68373
725	67736
726	178824
727	274
728	190240
729	132041
730	77496
731	17509
732	227223
733	268
734	802
735	216579
736	131081
737	23122
738	181640
739	262
740	158363
741	131510
742	54453
743	258
744	269116
745	50716
746	766
747	121948
748	120275
749	34672
750	242461
751	250
752	112825
753	995
754	34326
755	49957
756	250341
757	244
758	730
759	37065
760	197740
761	240
762	41241
763	33753
764	65078
765	108377
766	706
767	18871
768	183367
769	232
770	158014
771	923
772	64335
773	228
774	80441
775	61752
776	92262
777	47325
778	670
779	14533
780	253351
781	20800
782	28923
783	38545
784	161687
785	47464
786	39279
787	214
788	62765
789	851
790	69345
791	31759
792	230095
793	17508
794	622
795	62673
796	61938
797	204
798	111662
799	14347
800	195284
801	24355
802	598
803	19513
804	56326
805	88326
806	29085
807	779
808	27473
809	192
810	165269
811	190
812	58177
813	755
814	31143
815	44647
816	118644
817	12666
818	550
819	80171
820	77308
821	180
822	36006
823	178
824	26174
825	87079
826	43902
827	174
828	97590
829	172
830	62811
831	683
832	64170
833	40778
834	34827
835	1006
836	40768
837	32029
838	490
839	162
840	190539
841	5206
842	478
843	635
844	1106
845	15272
846	65285
847	43680
848	36168
849	611
850	40427
851	10069
852	48496
853	148
854	39753
855	43730
856	23396
857	144
858	50025
859	142
860	28921
861	35997
862	418
863	138
864	96546
865	826
866	406
867	11062
868	46788
869	15148
870	38640
871	12819
872	21917
873	18775
874	18546
875	33624
876	15344
877	124
878	370
879	491
880	79316
881	120
882	48900
883	118
884	30100
885	11457
886	346
887	114
888	41733
889	917
890	15849
891	38104
892	770
893	8488
894	1303
895	646
896	29057
897	18813
898	310
899	7093
900	79926
901	8614
902	20169
903	8487
904	1490
905	586
906	1159
907	94
908	658
909	1235
910	28229
911	90
912	34909
913	11818
914	262
915	9258
916	602
917	693
918	22388
919	82
920	15227
921	323
922	238
923	9193
924	29889
925	6144
926	226
927	1001
928	13660
929	72
930	14685
931	6688
932	490
933	275
934	202
935	7560
936	20129
937	64
938	1625
939	251
940	6762
941	60
942	727
943	4843
944	1922
945	11729
946	5535
947	54
948	1575
949	806
950	10105
951	203
952	6857
953	48
954	2041
955	286
956	322
957	4380
958	130
959	357
960	11924
961	1745
962	4151
963	533
964	266
965	226
966	3289
967	34
968	1905
969	1590
970	614
971	30
972	3009
973	245
974	82
975	2108
976	930
977	24
978	295
979	319
980	1687
981	299
982	58
983	18
984	731
985	106
986	46
987	178
988	98
989	12
990	506
991	10
992	170
993	35
994	22
995	46
996	60
997	4
998	10
999	2
1000	0
